run_uid,policy_id,cohort,step_uid,step_idx,prior_used_data_stage_uid,used_data_stage_uid,prior_table_code,table_code,prior_status,status,prior_sum_assured,sum_assured,prior_entry_date,entry_date,prior_npdd,npdd,prior_ltd_payment_term,ltd_payment_term,prior_entry_age_1,entry_age_1,prior_gender_1,gender_1,prior_entry_age_2,entry_age_2,prior_gender_2,gender_2,prior_joint_val_age,joint_val_age,prior_premium_frequency,premium_frequency,prior_modal_premium,modal_premium,prior_unsmoothed_asset_share,unsmoothed_asset_share,prior_smoothed_asset_share,smoothed_asset_share,prior_surrender_benefit,surrender_benefit,prior_death_benefit,death_benefit,prior_exit_bonus_rate,exit_bonus_rate,prior_unpaid_premiums,unpaid_premiums,prior_death_uplift_factor,death_uplift_factor,prior_guaranteed_death_benefit,guaranteed_death_benefit,title,type
40b70255-1c18-488f-821c-492a2835c810,P14393057,REMAINING,61530067-7402-435c-8c3e-933d80d19220,6,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T70,T70,PUP,PUP,1532.7,1532.7,1994-09-25,1994-09-25,2003-08-25,2003-08-25,39,39,36,36,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,6.55,6.55,9986.288,9239.234,10228.743,9463.552,10331.03,9558.1875,11692.583,10817.885,0.01,0.01,0,0,1.1317925,1.1317925,1958.8757,1958.8757,Restated Opening Deductions,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P14393057,REMAINING,12ff0e3a-eab8-4d55-94d5-92a561abd141,7,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T70,T70,PUP,PUP,1532.7,1532.7,1994-09-25,1994-09-25,2003-08-25,2003-08-25,39,39,36,36,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,6.55,6.55,9239.234,9285.316,9463.552,9509.295,9558.1875,9604.388,10817.885,10870.174,0.01,0.01,0,0,1.1317925,1.1317925,1958.8757,1958.8757,Move To Closing Run Date,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P14393057,REMAINING,92ae5c91-e2f7-4112-8063-b143c467e4b3,8,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T70,T70,PUP,PUP,1532.7,1532.7,1994-09-25,1994-09-25,2003-08-25,2003-08-25,39,39,36,36,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,6.55,6.55,9285.316,9285.316,9509.295,9509.295,9604.388,9604.388,10870.174,10870.174,0.01,0.01,0,0,1.1317925,1.1317925,1958.8757,1958.8757,Data Roll-Forward,DATA_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P14393057,REMAINING,1b901498-b74d-408c-a3b4-f8654f63cf41,9,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T70,T70,PUP,PUP,1532.7,1532.7,1994-09-25,1994-09-25,2003-08-25,2003-08-25,39,39,36,36,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,6.55,6.55,9285.316,9285.316,9509.295,9509.295,9604.388,9604.388,10870.174,10870.174,0.01,0.01,0,0,1.1317925,1.1317925,1958.8757,1958.8757,Adjustments,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P14393057,REMAINING,320d8985-c752-43e1-89ba-72411a2053ad,10,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T70,T70,PUP,PUP,1532.7,1532.7,1994-09-25,1994-09-25,2003-08-25,2003-08-25,39,39,36,36,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,6.55,6.55,9285.316,9285.316,9509.295,9509.295,9604.388,9604.388,10870.174,10870.174,0.01,0.01,0,0,1.1317925,1.1317925,1958.8757,1958.8757,Premiums,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P14393057,REMAINING,a1639a6e-9660-4f8f-8029-ce01d2767ce7,11,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T70,T70,PUP,PUP,1532.7,1532.7,1994-09-25,1994-09-25,2003-08-25,2003-08-25,39,39,36,36,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,6.55,6.55,9285.316,9224.962,9509.295,9447.484,9604.388,9541.959,10870.174,10799.519,0.01,0.01,0,0,1.1317925,1.1317925,1958.8757,1958.8757,Deductions,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P14393057,REMAINING,4eafa688-4ae0-4ded-aa92-2710f876a981,12,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T70,T70,PUP,PUP,1532.7,1532.7,1994-09-25,1994-09-25,2003-08-25,2003-08-25,39,39,36,36,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,6.55,6.55,9224.962,9193.769,9447.484,9415.539,9541.959,9509.694,10799.519,10763.001,0.01,0.01,0,0,1.1317925,1.1317925,1958.8757,1958.8757,Mortality Charges,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P14393057,REMAINING,2df7f353-9b69-40c3-9f97-7b1fef2b8b2b,13,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T70,T70,PUP,PUP,1532.7,1532.7,1994-09-25,1994-09-25,2003-08-25,2003-08-25,39,39,36,36,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,6.55,6.55,9193.769,9239.623,9415.539,9460.039,9509.694,9554.64,10763.001,10813.87,0.01,0.01,0,0,1.1317925,1.1317925,1958.8757,1958.8757,Investment Returns,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P14393057,REMAINING,8d823d72-6027-49c0-8962-c1f725d199a5,14,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T70,T70,PUP,PUP,1532.7,1532.7,1994-09-25,1994-09-25,2003-08-25,2003-08-25,39,39,36,36,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,6.55,6.55,9239.623,9239.623,9460.039,9460.039,9554.64,9554.64,10813.87,10813.87,0.01,0.01,0,0,1.1317925,1.1317925,1958.8757,1962.3799,Closing Guaranteed Death Benefit,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P14393057,REMAINING,4698425d-e165-4881-a5dd-b90e342e1795,15,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T70,T70,PUP,PUP,1532.7,1532.7,1994-09-25,1994-09-25,2003-08-25,2003-08-25,39,39,36,36,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,6.55,6.55,9239.623,9239.623,9460.039,9460.039,9554.64,9554.64,10813.87,10813.87,0.01,0.01,0,0,1.1317925,1.1317925,1962.3799,1962.3799,Closing Death Uplift Factor,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P14393057,REMAINING,aff89bf5-604e-4989-8b11-c3ba24d1fca1,16,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T70,T70,PUP,PUP,1532.7,1532.7,1994-09-25,1994-09-25,2003-08-25,2003-08-25,39,39,36,36,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,6.55,6.55,9239.623,9239.623,9460.039,9460.039,9554.64,9554.64,10813.87,10813.87,0.01,0.01,0,0,1.1317925,1.1317925,1962.3799,1962.3799,Closing Exit Bonus Rate,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P14393057,REMAINING,7e38d53b-960c-44e1-8adc-13bf645196ec,17,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T70,T70,PUP,PUP,1532.7,1532.7,1994-09-25,1994-09-25,2003-08-25,2003-08-25,39,39,36,36,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,6.55,6.55,9239.623,9239.623,9460.039,9460.039,9554.64,9554.64,10813.87,10813.871,0.01,0.01,0,0,1.1317925,1.1317925,1962.3799,1962.3799,AoC Closing Consistency Check,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P14393057,REMAINING,b5c1db87-1bdd-4574-ad7a-86e4122c4799,18,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T70,T70,PUP,PUP,1532.7,1532.7,1994-09-25,1994-09-25,2003-08-25,2003-08-25,39,39,36,36,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,6.55,6.55,9239.623,9239.623,9460.039,9460.039,9554.64,9554.64,10813.871,10813.871,0.01,0.01,0,0,1.1317925,1.1317925,1962.3799,1962.3799,Status Changes To Paid-Up,DATA_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P14393057,REMAINING,ba0238f1-df2b-43c7-95b2-557d846a81f8,19,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T70,T70,PUP,PUP,1532.7,1532.7,1994-09-25,1994-09-25,2003-08-25,2003-08-25,39,39,36,36,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,6.55,6.55,9239.623,9239.623,9460.039,9460.039,9554.64,9554.64,10813.871,10813.871,0.01,0.01,0,0,1.1317925,1.1317925,1962.3799,1962.3799,Move To Closing Data,MOVE_TO_CLOSING_DATA
40b70255-1c18-488f-821c-492a2835c810,P14393057,REMAINING,cf93808c-bacc-4137-b849-6227df8c177f,20,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T70,T70,PUP,PUP,1532.7,1532.7,1994-09-25,1994-09-25,2003-08-25,2003-08-25,39,39,36,36,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,6.55,6.55,9239.623,9239.623,9460.039,9460.039,9554.64,9554.64,10813.871,10813.871,0.01,0.01,0,0,1.1317925,1.1317925,1962.3799,1962.3799,Add New Records,ADD_NEW_RECORDS
40b70255-1c18-488f-821c-492a2835c810,P14393057,REMAINING,3f8c9b7e-2a4d-4f3a-9e2e-7d1c8a9f6b2c,21,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T70,T70,PUP,PUP,1532.7,1532.7,1994-09-25,1994-09-25,2003-08-25,2003-08-25,39,39,36,36,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,6.55,6.55,9239.623,9259.993,9460.039,9461.342,9554.64,9555.955,10813.871,10815.359,0.01,0.01,0,0,1.1317925,1.1317925,1962.3799,1962.3799,Move To Closing Month-End,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P14393057,REMAINING,9a1d4c3f-6b7e-4d2a-8f9c-3e2b1a7d5c4e,22,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T70,T70,PUP,PUP,1532.7,1532.7,1994-09-25,1994-09-25,2003-08-25,2003-08-25,39,39,36,36,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,6.55,6.55,9259.993,9214.038,9461.342,9502.555,9555.955,9597.58,10815.359,10862.471,0.01,0.01,0,0,1.1317925,1.1317925,1962.3799,1962.3799,Switch To Valuation Asset Shares,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P14679206,REMAINING,6920fbd3-e1d1-4459-aca9-aa7c63267a14,1,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T65,T65,PP,PP,1895.52,1895.52,1981-08-31,1981-08-31,2025-01-01,2025-01-01,44,44,31,31,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,7.18,7.18,21235.625,21235.625,21561.523,21561.523,21777.139,21777.139,24218.885,24218.885,0.01,0.01,0,0,1.1121242,1.1121242,14405.952,14405.952,Remove Exited Records,REMOVE_EXITED_RECORDS
40b70255-1c18-488f-821c-492a2835c810,P14679206,REMAINING,6d3385fc-8e01-4e95-9dc2-65471813ea5e,2,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T65,T65,PP,PP,1895.52,1895.52,1981-08-31,1981-08-31,2025-01-01,2025-01-01,44,44,31,31,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,7.18,7.18,21235.625,21235.625,21561.523,21561.523,21777.139,21777.139,24218.885,24218.885,0.01,0.01,0,0,1.1121242,1.1121242,14405.952,14405.952,Restated Opening Data,DATA_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P14679206,REMAINING,1254ec7b-e4ee-4a3b-b295-def984bc7e80,3,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T65,T65,PP,PP,1895.52,1895.52,1981-08-31,1981-08-31,2025-01-01,2025-01-01,44,44,31,31,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,7.18,7.18,21235.625,21235.625,21561.523,21561.523,21777.139,21777.139,24218.885,24218.883,0.01,0.01,0,0,1.1121242,1.1121242,14405.952,14405.952,AoC Opening Consistency Check,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P14679206,REMAINING,7f0492ca-6211-4032-bf89-a15879d07856,4,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T65,T65,PP,PP,1895.52,1895.52,1981-08-31,1981-08-31,2025-01-01,2025-01-01,44,44,31,31,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,7.18,7.18,21235.625,21235.625,21561.523,21561.523,21777.139,21777.139,24218.883,24218.883,0.01,0.01,0,0,1.1121242,1.1121242,14405.952,14405.952,Restated Opening Adjustments,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P14679206,REMAINING,d3d411ec-f5d7-419a-a9ff-67e3d95a9e15,5,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T65,T65,PP,PP,1895.52,1895.52,1981-08-31,1981-08-31,2025-01-01,2025-01-01,44,44,31,31,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,7.18,7.18,21235.625,21250.607,21561.523,21562.475,21777.139,21778.1,24218.883,24219.951,0.01,0.01,0,0,1.1121242,1.1121242,14405.952,14405.952,Restated Opening Returns,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P14679206,REMAINING,61530067-7402-435c-8c3e-933d80d19220,6,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T65,T65,PP,PP,1895.52,1895.52,1981-08-31,1981-08-31,2025-01-01,2025-01-01,44,44,31,31,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,7.18,7.18,21250.607,19663.533,21562.475,19952.096,21778.1,20151.617,24219.951,22411.102,0.01,0.01,0,0,1.1121242,1.1121242,14405.952,14405.952,Restated Opening Deductions,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P14679206,REMAINING,12ff0e3a-eab8-4d55-94d5-92a561abd141,7,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T65,T65,PP,PP,1895.52,1895.52,1981-08-31,1981-08-31,2025-01-01,2025-01-01,44,44,31,31,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,7.18,7.18,19663.533,19737.135,19952.096,20029.088,20151.617,20229.379,22411.102,22497.582,0.01,0.01,0,0,1.1121242,1.1121242,14405.952,14405.952,Move To Closing Run Date,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P14679206,REMAINING,92ae5c91-e2f7-4112-8063-b143c467e4b3,8,00000000-0000-0000-0000-000000000000,92ae5c91-e2f7-4112-8063-b143c467e4b3,T65,T65,PP,PP,1895.52,1895.52,1981-08-31,1981-08-31,2025-01-01,2025-02-01,44,44,31,31,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,7.18,7.18,19737.135,19737.135,20029.088,20029.088,20229.379,20229.379,22497.582,22497.582,0.01,0.01,0,0,1.1121242,1.1121242,14405.952,14405.952,Data Roll-Forward,DATA_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P14679206,REMAINING,1b901498-b74d-408c-a3b4-f8654f63cf41,9,92ae5c91-e2f7-4112-8063-b143c467e4b3,92ae5c91-e2f7-4112-8063-b143c467e4b3,T65,T65,PP,PP,1895.52,1895.52,1981-08-31,1981-08-31,2025-02-01,2025-02-01,44,44,31,31,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,7.18,7.18,19737.135,19737.135,20029.088,20029.088,20229.379,20229.379,22497.582,22497.582,0.01,0.01,0,0,1.1121242,1.1121242,14405.952,14405.952,Adjustments,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P14679206,REMAINING,320d8985-c752-43e1-89ba-72411a2053ad,10,92ae5c91-e2f7-4112-8063-b143c467e4b3,92ae5c91-e2f7-4112-8063-b143c467e4b3,T65,T65,PP,PP,1895.52,1895.52,1981-08-31,1981-08-31,2025-02-01,2025-02-01,44,44,31,31,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,7.18,7.18,19737.135,19744.266,20029.088,20036.22,20229.379,20236.582,22497.582,22505.594,0.01,0.01,0,0,1.1121242,1.1121242,14405.952,14405.952,Premiums,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P14679206,REMAINING,a1639a6e-9660-4f8f-8029-ce01d2767ce7,11,92ae5c91-e2f7-4112-8063-b143c467e4b3,92ae5c91-e2f7-4112-8063-b143c467e4b3,T65,T65,PP,PP,1895.52,1895.52,1981-08-31,1981-08-31,2025-02-01,2025-02-01,44,44,31,31,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,7.18,7.18,19744.266,19615.928,20036.22,19905.986,20236.582,20105.047,22505.594,22359.309,0.01,0.01,0,0,1.1121242,1.1121242,14405.952,14405.952,Deductions,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P14679206,REMAINING,4eafa688-4ae0-4ded-aa92-2710f876a981,12,92ae5c91-e2f7-4112-8063-b143c467e4b3,92ae5c91-e2f7-4112-8063-b143c467e4b3,T65,T65,PP,PP,1895.52,1895.52,1981-08-31,1981-08-31,2025-02-01,2025-02-01,44,44,31,31,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,7.18,7.18,19615.928,19461.84,19905.986,19749.621,20105.047,19947.117,22359.309,22183.672,0.01,0.01,0,0,1.1121242,1.1121242,14405.952,14405.952,Mortality Charges,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P14679206,REMAINING,2df7f353-9b69-40c3-9f97-7b1fef2b8b2b,13,92ae5c91-e2f7-4112-8063-b143c467e4b3,92ae5c91-e2f7-4112-8063-b143c467e4b3,T65,T65,PP,PP,1895.52,1895.52,1981-08-31,1981-08-31,2025-02-01,2025-02-01,44,44,31,31,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,7.18,7.18,19461.84,19534.686,19749.621,19823.93,19947.117,20022.168,22183.672,22267.139,0.01,0.01,0,0,1.1121242,1.1121242,14405.952,14405.952,Investment Returns,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P14679206,REMAINING,8d823d72-6027-49c0-8962-c1f725d199a5,14,92ae5c91-e2f7-4112-8063-b143c467e4b3,92ae5c91-e2f7-4112-8063-b143c467e4b3,T65,T65,PP,PP,1895.52,1895.52,1981-08-31,1981-08-31,2025-02-01,2025-02-01,44,44,31,31,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,7.18,7.18,19534.686,19534.686,19823.93,19823.93,20022.168,20022.168,22267.139,22267.139,0.01,0.01,0,0,1.1121242,1.1121242,14405.952,14424.907,Closing Guaranteed Death Benefit,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P14679206,REMAINING,4698425d-e165-4881-a5dd-b90e342e1795,15,92ae5c91-e2f7-4112-8063-b143c467e4b3,92ae5c91-e2f7-4112-8063-b143c467e4b3,T65,T65,PP,PP,1895.52,1895.52,1981-08-31,1981-08-31,2025-02-01,2025-02-01,44,44,31,31,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,7.18,7.18,19534.686,19534.686,19823.93,19823.93,20022.168,20022.168,22267.139,22267.139,0.01,0.01,0,0,1.1121242,1.1121242,14424.907,14424.907,Closing Death Uplift Factor,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P14679206,REMAINING,aff89bf5-604e-4989-8b11-c3ba24d1fca1,16,92ae5c91-e2f7-4112-8063-b143c467e4b3,92ae5c91-e2f7-4112-8063-b143c467e4b3,T65,T65,PP,PP,1895.52,1895.52,1981-08-31,1981-08-31,2025-02-01,2025-02-01,44,44,31,31,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,7.18,7.18,19534.686,19534.686,19823.93,19823.93,20022.168,20022.168,22267.139,22267.139,0.01,0.01,0,0,1.1121242,1.1121242,14424.907,14424.907,Closing Exit Bonus Rate,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P14679206,REMAINING,7e38d53b-960c-44e1-8adc-13bf645196ec,17,92ae5c91-e2f7-4112-8063-b143c467e4b3,92ae5c91-e2f7-4112-8063-b143c467e4b3,T65,T65,PP,PP,1895.52,1895.52,1981-08-31,1981-08-31,2025-02-01,2025-02-01,44,44,31,31,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,7.18,7.18,19534.686,19534.686,19823.93,19823.93,20022.168,20022.17,22267.139,22267.14,0.01,0.01,0,0,1.1121242,1.1121242,14424.907,14424.907,AoC Closing Consistency Check,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P14679206,REMAINING,b5c1db87-1bdd-4574-ad7a-86e4122c4799,18,92ae5c91-e2f7-4112-8063-b143c467e4b3,92ae5c91-e2f7-4112-8063-b143c467e4b3,T65,T65,PP,PP,1895.52,1895.52,1981-08-31,1981-08-31,2025-02-01,2025-02-01,44,44,31,31,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,7.18,7.18,19534.686,19534.686,19823.93,19823.93,20022.17,20022.17,22267.14,22267.14,0.01,0.01,0,0,1.1121242,1.1121242,14424.907,14424.907,Status Changes To Paid-Up,DATA_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P14679206,REMAINING,ba0238f1-df2b-43c7-95b2-557d846a81f8,19,92ae5c91-e2f7-4112-8063-b143c467e4b3,92ae5c91-e2f7-4112-8063-b143c467e4b3,T65,T65,PP,PP,1895.52,1895.52,1981-08-31,1981-08-31,2025-02-01,2025-02-01,44,44,31,31,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,7.18,7.18,19534.686,19534.686,19823.93,19823.93,20022.17,20022.17,22267.14,22267.14,0.01,0.01,0,0,1.1121242,1.1121242,14424.907,14424.907,Move To Closing Data,MOVE_TO_CLOSING_DATA
40b70255-1c18-488f-821c-492a2835c810,P14679206,REMAINING,cf93808c-bacc-4137-b849-6227df8c177f,20,92ae5c91-e2f7-4112-8063-b143c467e4b3,92ae5c91-e2f7-4112-8063-b143c467e4b3,T65,T65,PP,PP,1895.52,1895.52,1981-08-31,1981-08-31,2025-02-01,2025-02-01,44,44,31,31,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,7.18,7.18,19534.686,19534.686,19823.93,19823.93,20022.17,20022.17,22267.14,22267.14,0.01,0.01,0,0,1.1121242,1.1121242,14424.907,14424.907,Add New Records,ADD_NEW_RECORDS
40b70255-1c18-488f-821c-492a2835c810,P14679206,REMAINING,3f8c9b7e-2a4d-4f3a-9e2e-7d1c8a9f6b2c,21,92ae5c91-e2f7-4112-8063-b143c467e4b3,92ae5c91-e2f7-4112-8063-b143c467e4b3,T65,T65,PP,PP,1895.52,1895.52,1981-08-31,1981-08-31,2025-02-01,2025-02-01,44,44,31,31,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,7.18,7.18,19534.686,19586.025,19823.93,19833.838,20022.17,20032.176,22267.14,22278.27,0.01,0.01,0,0,1.1121242,1.1121242,14424.907,14424.907,Move To Closing Month-End,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P14679206,REMAINING,9a1d4c3f-6b7e-4d2a-8f9c-3e2b1a7d5c4e,22,92ae5c91-e2f7-4112-8063-b143c467e4b3,92ae5c91-e2f7-4112-8063-b143c467e4b3,T65,T65,PP,PP,1895.52,1895.52,1981-08-31,1981-08-31,2025-02-01,2025-02-01,44,44,31,31,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,7.18,7.18,19586.025,19512.988,19833.838,19903.205,20032.176,20102.236,22278.27,22356.186,0.01,0.01,0,0,1.1121242,1.1121242,14424.907,14424.907,Switch To Valuation Asset Shares,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P14895100,REMAINING,6920fbd3-e1d1-4459-aca9-aa7c63267a14,1,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T65,T65,AP,AP,1687.08,1687.08,1989-05-26,1989-05-26,2023-05-26,2023-05-26,34,34,41,41,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,8.27,8.27,9667.97,9667.97,9830.252,9830.252,9928.555,9928.555,10997.702,10997.702,0.01,0.01,0,0,1.1076841,1.1076841,10746.699,10746.699,Remove Exited Records,REMOVE_EXITED_RECORDS
40b70255-1c18-488f-821c-492a2835c810,P14895100,REMAINING,6d3385fc-8e01-4e95-9dc2-65471813ea5e,2,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T65,T65,AP,AP,1687.08,1687.08,1989-05-26,1989-05-26,2023-05-26,2023-05-26,34,34,41,41,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,8.27,8.27,9667.97,9667.97,9830.252,9830.252,9928.555,9928.555,10997.702,10997.702,0.01,0.01,0,0,1.1076841,1.1076841,10746.699,10746.699,Restated Opening Data,DATA_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P14895100,REMAINING,1254ec7b-e4ee-4a3b-b295-def984bc7e80,3,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T65,T65,AP,AP,1687.08,1687.08,1989-05-26,1989-05-26,2023-05-26,2023-05-26,34,34,41,41,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,8.27,8.27,9667.97,9667.97,9830.252,9830.252,9928.555,9928.555,10997.702,10997.702,0.01,0.01,0,0,1.1076841,1.1076841,10746.699,10746.699,AoC Opening Consistency Check,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P14895100,REMAINING,7f0492ca-6211-4032-bf89-a15879d07856,4,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T65,T65,AP,AP,1687.08,1687.08,1989-05-26,1989-05-26,2023-05-26,2023-05-26,34,34,41,41,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,8.27,8.27,9667.97,9667.97,9830.252,9830.252,9928.555,9928.555,10997.702,10997.702,0.01,0.01,0,0,1.1076841,1.1076841,10746.699,10746.699,Restated Opening Adjustments,SOURCE_CHANGE
